ID,Lieu,Latitude,Longitude,X,Y,Type,Arrondissement,Zone active
ZPL002,Place du Citoyen,45.64054,-73.48916,305645.038554722,5055627.17952471,Place publique,Rivière-des-Prairies-Pointe-aux-Trembles,x
ZPL003,Place du Village-du-Vieux-Pointe-aux-Trembles,45.63958,-73.48907,305652.069108562,5055520.49263328,Place publique,Rivière-des-Prairies-Pointe-aux-Trembles,x
ZPL005,Place Simon-Valois,45.54684,-73.54361,301394.694732338,5045214.95419901,Place publique,Mercier-Hochelaga-Maisonneuve,x
ZPL006,Square Cabot ,45.5078,-73.56562,299672.488880321,5040877.57065897,Place publique,Ville-Marie,x
5QA01,Rue Sainte-Catherine / rue Saint-Urbain #1,45.50887,-73.56464,299749.161244397,5040996.41830221,Intersection,Ville-Marie,x
5QA02,Rue Sainte-Catherine / rue Saint-Urbain #2,45.50842,-73.56502,299719.428330383,5040946.43349781,Intersection,Ville-Marie,x
5QA03,Rue Sainte-Catherine O / escalier de la Place des Spectacles,45.50764,-73.56588,299652.158037581,5040859.80639644,Intersection,Ville-Marie,x
5QA04,Rue Sainte-Catherine O / rue Jeanne-Mance,45.50716,-73.56604,299639.611830463,5040806.47398613,Intersection,Ville-Marie,x
5QA05,Rue Sainte-Catherine O / rue Balmoral,45.50679,-73.56662,299594.256328091,5040765.39310246,Intersection,Ville-Marie,x
5QA06,Rue Mayor / rue Balmoral,45.50888,-73.568,299486.618588522,5040997.74639447,Intersection,Ville-Marie,x
5QA07,Boul. de Maisonneuve O / rue Balmoral,45.50774,-73.56842,299453.692724476,5040871.08538593,Intersection,Ville-Marie,x
BA8619,Bureau Accès Montréal,45.544332,-73.581674,298422.167643464,5044938.55646739,Bureau Accès Montréal,Rosemont-La Petite-Patrie,x
VB4415,Centre communautaire de l'Est,45.504826,-73.784075,282601.366449581,5040584.22805549,Centre communautaire,Pierrefonds-Roxboro,x
VB0012,Mairie d'arrondissement,45.507859,-73.555151,300490.535345556,5040883.51234828,Mairie d'arrondissement,Ville-Marie,x
VB3405,École de Cirque (Studios A et B),45.453639,-73.565007,299715.519204225,5034858.61670513,Maison de la culture,Verdun,x
MC0371,Maison de la culture Pierre-Chartrand,45.642392,-73.59885,297094.344261942,5055837.69368485,Maison de la culture,Rivière-des-Prairies-Pointe-aux-Trembles,x
MC8609,Maison de la culture du Plateau Mont-Royal,45.52482,-73.582367,298365.827359091,5042770.22157962,Maison de la culture,Le Plateau-Mont-Royal,x
VB0709,Maison de la culture,45.496062,-73.622118,295255.782878053,5039578.28067416,Maison de la culture,Côte-des-Neiges-Notre-Dame-de-Grâce,x
VB8064,Bureau Accès Montréal,45.483996,-73.630965,294562.153734613,5038238.47238741,Bureau Accès Montréal,Côte-des-Neiges-Notre-Dame-de-Grâce,x
VB8142,Bureau Accès Montréal Ahuntsic-Cartierville,45.538256,-73.655599,292648.137471198,5044271.85505069,Bureau Accès Montréal,Ahuntsic-Cartierville,x
VB0575,Centre Patro Le Prevost,45.543887,-73.614577,295852.738214058,5044892.24395922,Centre communautaire,Villeray-Saint-Michel-Parc-Extension,x
VB3134,Maison de la culture de Verdun,45.448555,-73.577904,298706.241175594,5034294.53101268,Maison de la culture,Verdun,x
VB3235,Centre communautaire et Pavillon des Baigneurs,45.457204,-73.54731,301099.91184604,5035253.82671037,Centre communautaire,Verdun,x
VB0104,Maison de la culture Rosemont-La Petite-Patrie,45.547385,-73.598256,297127.712938349,5045279.29168548,Maison de la culture,Rosemont-La Petite-Patrie,x
VB8163,Bureau Accès Montréal,45.584925,-73.541355,301572.958730925,5049447.31261265,Bureau Accès Montréal,Mercier-Hochelaga-Maisonneuve,x
VB0978,Maison de la culture Ahuntsic-Cartierville,45.553362,-73.662633,292102.202442022,5045951.69362267,Maison de la culture,Ahuntsic-Cartierville,x
VB0001,Bureau Accès Montréal,45.508855,-73.554206,300564.45175456,5040994.1481544,Bureau Accès Montréal,Ville-Marie,x
AR0608,Aréna Michel-Normandin,45.551298,-73.637442,294068.631909268,5045718.641401346,Aréna,Ahuntsic-Cartierville,x
MA8142,Mairie d'arrondissement Ahuntsic-Cartierville,45.539281,-73.653427,292817.982516329,5044385.438028422,Mairie d'arrondissement,Ahuntsic-Cartierville,x
CC0256,Centre communautaire Saint-Raymond,45.469514,-73.608238,296336.609833746,5036626.443619846,Centre communautaire,Côte-des-Neiges-Notre-Dame-de-Grâce,x
AR0297,Aréna Doug-Harvey,45.471344,-73.638619,293961.397015930,5036833.459418436,Aréna,Côte-des-Neiges-Notre-Dame-de-Grâce,x
AR0610,Aréna Bill-Durnan,45.494824,-73.644694,293491.092175727,5039443.631355326,Aréna,Côte-des-Neiges-Notre-Dame-de-Grâce,x
BA3018,Bureau d'arrondissement de Lachine,45.433115,-73.680907,290645.343853221,5032591.662826838,Bureau d'arrondissement,Lachine,x
CC3052,Centre Fernand-Lapointe,45.442798,-73.650159,293053.160305606,5033662.775187808,Centre communautaire,Lachine,x
AR3130,Aréna Martin-Lapointe,45.442798,-73.650159,293053.160305606,5033662.775187808,Aréna,Lachine,x
BA3068,Bureau d'arrondissement de Lasalle,45.427990,-73.661543,292159.291904707,5032018.900603932,Bureau d'arrondissement,LaSalle,x
AR3073,Aréna Jacques-Lemaire,45.418168,-73.622294,295228.858886794,5030921.973084346,Aréna,LaSalle,x
CS3072,Centre sportif Dollard St-Laurent,45.422127,-73.629032,294702.226004248,5031362.756054260,Centre sportif,LaSalle,x
CS0087,Centre sportif Pierre-Charbonneau,45.563244,-73.548657,301001.702859720,5047038.181989138,Centre sportif,Mercier-Hochelaga-Maisonneuve,x
MC0098,Maison de la culture Maisonneuve,45.548129,-73.547363,301868.027201841,5045502.878619812,Maison de la culture,Mercier-Hochelaga-Maisonneuve,x
AR0480,Aréna Clément-Jetté,45.601697,-73.516424,303518.773041949,5051310.522179926,Aréna,Mercier-Hochelaga-Maisonneuve,x
MC0811,Maison de la culture Mercier,45.595374,-73.523879,302937.003471784,5050607.978412124,Maison de la culture,Mercier-Hochelaga-Maisonneuve,x
CS8161,Centre de loisirs Sainte-Claire,45.601692,-73.512871,303795.940474697,5051309.915890904,Centre communautaire,Mercier-Hochelaga-Maisonneuve,x
BA3084,Bureau d'arrondissement de Montréal-Nord,45.594234,-73.637581,294065.961283891,5050490.217130382,Bureau d'arrondissement,Montréal-Nord,x
CC3096,Centre communautaire intergénérationnel,45.519871,-73.619379,295473.783941711,5042223.867049872,Centre communautaire,Outremont,x
BA3100,Bureau d'arrondissement de Pierrefonds,45.495245,-73.848035,277598.691765260,5039539.154031758,Bureau d'arrondissement,Pierrefonds-Roxboro,x
CC3974,Carrefour des Ainés de Pierrefonds,45.495354,-73.850801,277382.562942585,5039552.207507866,Centre communautaire,Pierrefonds-Roxboro,x
CC0065,Centre culturel Calixa-Lavallée,45.527078,-73.569281,299388.268579903,5043020.189953324,Centre communautaire,Le Plateau-Mont-Royal,x
CC0159,Centre Saint-Denis,45.527922,-73.589215,297831.272685673,5043115.521322860,Centre communautaire,Le Plateau-Mont-Royal,x
AR0609,Aréna Saint-Louis,45.528216,-73.605488,296560.205398684,5043149.735011714,Aréna,Le Plateau-Mont-Royal,x
CC0976,Centre du Plateau,45.539910,-73.576013,298863.763523617,5044446.699845524,Centre communautaire,Le Plateau-Mont-Royal,x
LD0981,Espace pour la vie - Pavillon du Jardin Japonais,45.559834,-73.563065,299876.677559987,5046660.006082782,Lieu,Rosemont-La Petite-Patrie,x
BA8061,Bureau d'arrondissement du Plateau Mont-Royal,45.525120,-73.591156,297679.304538953,5042804.302696138,Bureau d'arrondissement,Le Plateau-Mont-Royal,x
CA0321,Centre récréatif Rivières-des-Prairies,45.627087,-73.594855,297403.753493415,5054136.425746870,Centre sportif,Rivière-des-Prairies-Pointe-aux-Trembles,x
MC0986,Maison de la culture Pointes-aux-Trembles,45.667954,-73.494851,305201.197516833,5058673.747623554,Maison de la culture,Rivière-des-Prairies-Pointe-aux-Trembles,x
BA1043,Bureau d'arrondissement et Maison du Citoyen,45.640523,-73.488992,305658.135352722,5055625.292045902,Bureau d'arrondissement,Rivière-des-Prairies-Pointe-aux-Trembles,x
CS2621,Complexe sportif Marie-Victorin,45.618936,-73.609257,296279.533889084,5053232.011821332,Centre sportif,Rivière-des-Prairies-Pointe-aux-Trembles,x
CS8070,Centre Mainbourg,45.671056,-73.509648,304048.292904835,5059018.516884334,Centre sportif,Rivière-des-Prairies-Pointe-aux-Trembles,x
BA8634,Bureau d'accès Montréal,45.641272,-73.576081,298869.138311618,5055711.287220784,Bureau d'accès Montréal,Rivière-des-Prairies-Pointe-aux-Trembles,x
AR0763,Aréna Rodrigue-Gilbert,45.651313,-73.495109,305181.207695049,5056824.372896040,Aréna,Rivière-des-Prairies-Pointe-aux-Trembles,x
CS0183,Centre Rosemont,45.554595,-73.576709,298810.969046751,5046078.715514164,Centre sportif,Rosemont-La Petite-Patrie,x
LD0376,Piscine municipale Saint-Denis,45.540380,-73.611892,296061.865287602,5044502.210875122,Lieu,Rosemont-La Petite-Patrie,x
LD2454,Espace pour la vie - Maison de l'Arbre du Jardin botanique,45.564478,-73.570278,299314.029188725,5047176.569287234,Lieu,Rosemont-La Petite-Patrie,x
LD2030,Kiosque de perceptions des départs,45.569445,-73.557931,300278.246853423,5047727.790662554,Lieu,Rosemont-La Petite-Patrie,x
BB0850,Bibliothèque du Boisé,45.504146,-73.705375,288751.071385763,5040489.922122988,Bibliothèque,Saint-Laurent,x
LD3114,Cour municipale Saint-Laurent,45.512623,-73.677971,290894.630815021,5041426.866080886,Cour municipale,Saint-Laurent,x
BA3144,Bureau d'arrondissement Saint-Léonard,45.586383,-73.596793,297247.178879953,5049613.068425258,Bureau d'arrondissement,Saint-Léonard,x
AR3149,Aréna Roberto-Luongo,45.574026,-73.594896,297393.578540639,5048239.633441392,Aréna,Saint-Léonard,x
CS0266,Centre sportif Saint-Charles,45.479171,-73.563394,299843.916822176,5037695.881427430,Centre sportif,Le Sud-Ouest,x
BA8124,Bureau d'arrondissement du Sud-Ouest,45.482539,-73.582826,298325.127175714,5038071.549596074,Bureau d'arrondissement,Le Sud-Ouest,x
CS0154,Complexe Gadbois,45.466070,-73.595561,297327.399966905,5036242.455837368,Centre sportif,Le Sud-Ouest,x
MA3132,Mairie d'arrondissement de Verdun,45.459233,-73.573120,299081.531554959,5035480.820705058,Mairie d'arrondissement,Verdun,x
BA8062,Bureau d'arrondissement Ville-Marie,45.509506,-73.566186,299628.418177839,5041067.195755322,Bureau Accès Montréal,Ville-Marie,x
AR0601,Aréna Camilien-Houde,45.519819,-73.559675,300138.020414607,5042212.888254030,Aréna,Ville-Marie,x
LD4153,Chapelle historique du Bon-Pasteur,45.513275,-73.568575,299442.106284396,5041486.203799518,Lieu,Ville-Marie,x
AR0064,Aréna Howie-Morenz,45.534208,-73.644497,293514.364014382,5043820.375621988,Aréna,Villeray-Saint-Michel-Parc-Extension,x
AR0196,Aréna Saint-Michel,45.565255,-73.606912,296454.457691308,5047266.075999294,Aréna,Villeray-Saint-Michel-Parc-Extension,x
MC8027,Centre Jean-Marie Gauvreau,45.541745,-73.613319,295950.638770613,5044654.061331756,Maison de la culture,Villeray-Saint-Michel-Parc-Extension,x
CC8742,Centre communautaire William-Hingston,45.531380,-73.628858,294735.310946962,5043504.017506130,Centre communautaire,Villeray-Saint-Michel-Parc-Extension,x
CS0110,Centre sportif Père-Marquette,45.541093,-73.595677,297328.259837573,5044579.810286318,Centre sportif,Rosemont-La Petite-Patrie,x
BB0240,Bibliothèque Marc-Favreau,45.531715,-73.594532,297416.449553499,5043537.516487526,Bibliothèque,Rosemont-La Petite-Patrie,x
CS0095,Complexe sportif Claude-Robillard,45.553278,-73.637584,294057.921863116,5045938.700669910,Centre sportif,Ahuntsic-Cartierville,x
AR0481,Aréna Francis-Bouillon,45.541738,-73.551460,300781.360676939,5044648.325322700,Aréna,Mercier-Hochelaga-Maisonneuve,x
AR3211,Aréna Rolland,45.616166,-73.620619,295392.999051645,5052925.444557298,Aréna,Montréal-Nord,x
CS0455,Centre sportif Jean-Rougeau,45.547669,-73.620145,295418.564940218,5045313.178344598,Centre sportif,Villeray-Saint-Michel-Parc-Extension,x
CS0101,Centre Morgan - Bain Morgan,45.555444,-73.543664,301390.998308283,5046171.131343680,Centre communautaire,Mercier-Hochelaga-Maisonneuve,x
CC8197,Centre communautaire Bordeaux - Cartierville,45.562919,-73.662553,292110.59988386,5047013.76531286,Centre communautaire,Ahuntsic-Cartierville,x
CS0365,Centre Poupart - Bain Quintal,45.528986,-73.548766,300990.88100988,5043231.04988134,Centre communautaire,Ville-Marie,x
AR3148,Aréna Martin-Brodeur,45.585327,-73.597761,297171.50217786,5049495.80452174,Aréna,St-Léonard,x
VB0002,Cour municipale de Montréal,45.509709,-73.554406,300548.88844289,5041089.06426610,Cour municipale,Ville-Marie,x
CC0569,Centre Alexandre-DeSève,45.524463,-73.561292,300012.08973373,5042729.07514279,Centre des loisirs,Ville-Marie,x
VB3670,Cour municipale de Montréal - Est de lÎle,45.589869,-73.539314,301732.49271893,5049996.66983745,Cour municipale,Mercier-Hochelaga-Maisonneuve,x
PC0001,Rue Saint-Paul O / ruelle Chagouamigon,45.503014,-73.555123,300492.35374322,5040345.08338014,Intersection,Ville-Marie,x
PC0002,311 Place d'Youville,45.501337,-73.555539,300459.71612031,5040158.73996439,Place publique,Ville-Marie,x
PC0003,Rue  Saint-Pierre / rue des Récollets,45.502034,-73.557959,300270.65288606,5040236.33150476,Intersection,Ville-Marie,x
PC0004,Rue Saint-Jean / rue de l'Hôpital,45.502759,-73.557628,300296.57748840,5040316.88249270,Intersection,Ville-Marie,x
PC0005,Rue Saint-Paul O / rue François Xavier,45.502735,-73.555528,300460.68314843,5040314.09977210,Intersection,Ville-Marie,x
PC0006,Rue Saint-Paul O/ rue Saint-Dizier,45.505152,-73.553969,300582.69395445,5040582.61918059,Intersection,Ville-Marie,x
PC0007,Rue Saint-Jean / rue Notre-Dame O,45.503005,-73.558089,300260.57175387,5040344.24654204,Intersection,Ville-Marie,x
PC0008,Rue du Saint-Sacrement / rue Saint-Éloi,45.502807,-73.5564,300392.54505023,5040322.14864326,Intersection,Ville-Marie,x
CS0302,Piscine Lévesque,45.526197,-73.577940,298711.795,5042922.904,Centre sportif,Le Plateau-Mont-Royal,x
AR3035,Aréna Chaumont,45.611117,-73.546364,301183.776,5052358.305,Aréna,Anjou,x
CC0890,Carrefour jeunesse du CCSE Maisonneuve,45.551619,-73.540091,301669.743,5045745.908,Centre communautaire,Mercier-Hochelaga-Maisonneuve,x
CS0712,Piscine Pierre-Lorange,45.542332,-73.545238,301267.289,5044714.045,Centre sportif,Mercier-Hochelaga-Maisonneuve,x
CC8707,Centre communautaire Rivière-des-Prairies,45.650342,-73.577451,298763.315,5056719.369,Centre communautaire,Rivière-des-Prairies-Pointe-aux-Trembles,x
CC3236,Centre communautaire Marcel Giroux,45.459491,-73.576532,298814.718,5035509.741,Centre communautaire,Verdun,x
CC3839,Complexe culturel Guy-Descary Pavillon l'Entrepôt,45.489976,-73.630026,294636.633,5038902.912,Centre culturel,Lachine,x
CC3206,Complexe culturel Guy-Descary La Maison du brasseur,45.435005,-73.696665,289412.909,5032804.591,Centre culturel,Lachine,x
CC8647,Centre communautaire de Mercier Est,45.594191,-73.523701,302950.852,5050476.505,Centre communautaire,Mercier-Hochelaga-Maisonneuve,x
CS0889,Centre aquatique de Rivière-des-Prairies,45.651070,-73.579115,298633.699,5056800.400,Centre sportif,Rivière-des-Prairies-Pointe-aux-Trembles,x
CS0864,Piscine Sophie Barat,45.561731,-73.667906,291692.45158210,5046882.60135744,Centre sportif,Ahuntsic-Cartierville,x
CC3126,Centre communautaire Saint-Pierre,45.444146,-73.648994,293144.57506442,5033812.40798439,Centre communautaire,Lachine,x
AR3207,Aréna Pierre-Morin,45.439389,-73.681910,290568.44356264,5033289.06433048,Aréna,Lachine,x
CC0152,Centre communautaire Notre-Dame de Grâce,45.476117,-73.613686,295911.65558569,5037360.82247339,Centre communautaire,Côte-des-Neiges-Notre-Dame-de-Grâce,x
CC3110,Centre de loisirs de Saint-Laurent,45.514334,-73.690928,289882.71646733,5041619.33572549,Centre communautaire,Saint-Laurent,x
CC3841,Pavillon Benoît-Verdickt (Musée),45.429421,-73.666001,291810.78251241,5032178.63656026,Centre culturel,Lachine,x
CC4479,Centre intergénérationnel,45.461575,-73.542632,301466.03317090,5035739.36969947,Centre communautaire,Verdun,x
CS2464,Centre sportif Côte-Des-Neiges,45.494722,-73.631112,294552.60754549,5039430.47388947,Centre sportif,Côte-des-Neiges-Notre-Dame-de-Grâce,x
CC3204,La Vieille Brasserie,45.433427,-73.688749,290031.84582988,5032627.74524724,Centre communautaire,Lachine,x
AR0482,Aréna Marcelin-wilson,45.536597,-73.684879,290361.02392268,5044092.33767934,Aréna,Ahuntsic-Cartierville,x
CC3975,Centre communautaire Ouest,45.458039,-73.883868,274778.34863413,5035417.21089419,Centre communautaire,Pierrefonds-Roxboro,x
AR0276,Aréna Saint-Donat,45.583675,-73.540901,301608.31473314,5049308.37934588,Aréna,Mercier-Hochelaga-Maisonneuve,x
AR9088,Aréna Fleury,45.583142,-73.637165,294096.30949874,5049257.48360124,Aréna,Montréal-Nord,x
CC0640,Centre Notre-Dame-des-Victoires,45.573390,-73.539508,301716.45376031,5048165.33256675,Centre de loisirs,Mercier-Hochelaga-Maisonneuve,x
CC8616,Centre communautaire Monkland,45.468020,-73.632369,294449.47537689,5036463.23996952,Centre communautaire,Côte-des-Neiges-Notre-Dame-de-Grâce,x
CS2391,Centre sportif Notre-Dame-des-Neiges,45.497180,-73.622116,295256.12805033,5039702.52418337,Centre sportif,Côte-des-Neiges-Notre-Dame-de-Grâce,x
CC8538,Centre communautaire Westhaven,45.454732,-73.639072,293922.78298907,5034987.43390642,Centre communautaire,Le Sud-Ouest,x
CC1062,Centre communautaire Anjou,45.606472,-73.563588,299839.95688193,5051843.01522689,Centre communautaire,Anjou,x
MC0884,Maison de la culture Antoine Beaudry,45.678498,-73.490079,305572.87496483,5059845.57759054,Maison de la culture,Rivière-des-Prairies-Pointe-aux-Trembles,x
PA0766,Pavillon du parc Clémentine - De la Rousselière,45.667464,-73.493492,305307.09190537,5058619.29980920,Parc,Rivière-des-Prairies-Pointe-aux-Trembles,x
CC3180,Pavillon Hexagonal,45.582208,-73.581188,298464.37761633,5049147.74105570,Centre communautaire,Saint-Léonard,x
CC0164,Pavillon Notre-Dame-de-Grâce,45.479923,-73.614828,295822.97465298,5037783.91020180,Centre communautaire,Côte-des-Neiges-Notre-Dame-de-Grâce,x
CC0795,Centre Gabrielle et Marcel Lapalme,45.552260,-73.571033,299253.89128183,5045818.81561558,Centre communautaire,Rosemont-La Petite-Patrie,x
CS0551,Centre sportif Notre-Dame-de-Grâce,45.4665,-73.632135,294467.49518880,5036294.29258038,Centre sportif,Côte-des-Neiges-Notre-Dame-de-Grâce,x
CC1102,Centre communautaore ABE LIMONCHICK,45.496152,-73.641400,293748.80242230,5039590.75403735,Centre communautaire,Côte-des-Neiges-Notre-Dame-de-Grâce,x
CC8375,Église Sainte-Cécile,45.537495,-73.539435,301720.19118102,5044176.26394474,Centre communautaire,Villeray-Saint-Michel-Parc-Extension,x
BB0535,BAnQ Vieux-Montréal,45.513156,-73.554864,300513.36345986,5041472.15598402,Bibliothèque,Ville-Marie,x
BB0475,BAnQ Grande Bibliothèque,45.515512,-73.562014,299954.92151251,5041734.38644059,Bibliothèque,Ville-Marie,x
BB2275,BAnQ,45.545463,-73.580618,298504.75575144,5045064.16261580,Bibliothèque,Rosemont-La Petite-Patrie,x
CC8312,Centre de loisirs et d'animation culturelle de Guybourg,45.570476,-73.526747,302712.325,5047841.083,Centre culturel,Mercier-Hochelaga-Maisonneuve,x
CC3400,Maison Nivard-De Saint-Dizier,45.437720,-73.526747,302707.412,5033087.841,Centre culturel,Verdun,x
